,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
115,1,3,0,0,0,1,2,3,1,1,0,0,2,2,0,3,2,1,1,1,2,2,0,0,2,2,9,0,3,1,1,2,0,1,0,0,1,1,2,0,9,0,0,2,0,2,2,1,0,0,6,3,0,1,1,3
116,1,1,1,0,0,3,0,1,1,1,0,2,0,2,0,2,1,1,0,1,2,2,1,0,2,3,10,0,1,2,1,2,2,1,0,2,4,0,0,0,10,1,1,2,4,0,0,0,2,0,0,0,3,3,0,3
117,0,0,0,2,2,0,2,0,2,0,1,1,0,0,0,2,1,0,0,1,0,0,1,0,0,1,9,0,3,1,1,2,2,0,2,0,1,1,1,3,9,1,1,0,6,1,2,1,0,1,5,3,0,2,0,2
118,0,1,0,2,2,0,0,3,1,1,0,2,2,2,0,2,1,1,0,1,2,2,1,2,0,0,10,0,1,2,2,2,0,0,1,2,4,1,2,3,10,1,1,0,4,0,2,0,1,0,0,0,1,3,1,0
119,0,2,0,2,2,0,2,0,0,0,2,2,2,1,0,2,1,1,0,1,0,0,2,2,0,1,9,0,3,1,2,2,2,2,1,1,1,1,0,3,9,1,1,0,0,0,0,1,0,1,6,3,1,1,1,3
120,1,0,2,0,0,3,1,1,1,1,2,2,2,2,0,2,1,1,2,1,2,2,1,1,2,1,2,0,1,2,2,2,2,0,1,1,1,0,3,2,2,1,1,2,0,1,0,1,2,0,2,3,0,0,1,2
121,1,1,0,0,0,2,2,1,3,0,2,0,0,1,2,2,1,0,0,1,0,0,2,2,2,1,7,0,1,1,1,4,1,1,2,0,1,0,1,2,7,1,1,2,4,2,0,0,3,0,6,2,3,0,0,2
122,3,0,1,1,1,1,1,0,0,1,0,2,2,2,0,1,1,0,0,1,2,2,0,0,1,1,7,0,0,2,2,4,0,0,0,0,1,1,0,0,7,1,1,1,1,3,0,2,3,1,5,1,2,3,1,0
123,3,1,1,0,0,0,2,2,2,1,1,2,2,2,0,2,2,0,0,1,0,0,2,2,0,2,6,1,1,1,1,1,0,1,1,2,3,0,1,2,6,1,1,0,2,2,1,0,0,1,1,1,1,1,0,4
124,1,1,1,2,2,2,0,3,1,1,2,2,2,2,0,2,1,0,0,1,2,2,2,1,0,4,6,1,3,1,1,1,2,2,0,1,3,1,1,1,6,1,1,0,3,2,1,0,0,2,1,4,0,3,0,3
125,1,3,0,0,0,0,0,1,1,1,2,2,2,1,2,3,0,1,2,2,1,1,3,0,0,4,4,0,0,0,0,2,0,2,0,0,0,1,2,3,4,2,2,2,0,1,0,2,0,2,5,3,1,2,0,4
126,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,2,0,0,2,0,0,1,0,0,3,9,0,1,2,2,2,0,1,0,0,1,1,3,2,9,1,1,0,6,0,0,2,1,0,6,3,1,3,0,3
127,1,1,0,0,0,3,2,0,0,0,2,0,0,2,0,1,0,2,0,2,0,0,2,0,0,1,7,0,0,0,0,4,2,0,2,0,1,0,2,3,7,0,0,0,2,1,0,1,1,0,6,2,0,3,1,4
128,0,1,0,2,2,3,3,0,0,0,2,1,1,0,0,0,0,0,2,2,0,0,3,0,1,0,5,0,1,2,2,3,0,2,1,1,2,1,1,2,5,1,1,1,3,3,2,1,1,1,6,3,3,0,0,5
129,3,1,3,1,1,3,0,0,0,0,2,2,2,2,0,1,2,0,1,2,2,2,1,2,1,1,6,1,1,1,1,1,2,2,0,2,3,1,0,0,6,0,0,0,4,2,2,1,2,1,2,2,2,3,0,1
130,3,3,3,1,1,2,1,2,2,0,0,0,0,2,0,1,2,0,1,1,2,2,1,2,0,1,3,0,3,1,1,1,0,0,1,1,2,1,2,3,3,1,1,0,3,3,1,2,0,0,3,2,2,1,0,3
131,2,1,2,0,0,2,2,3,3,0,0,0,1,1,1,1,0,2,0,0,2,2,2,1,1,0,3,0,1,2,2,1,3,0,1,1,2,0,1,2,3,1,1,1,4,2,2,2,0,1,2,2,2,2,1,4
132,0,0,0,2,2,2,0,2,2,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,10,0,1,2,2,2,0,0,0,0,4,0,0,1,10,2,2,2,0,2,2,2,2,1,3,0,1,3,1,4
133,0,2,0,2,2,2,3,2,2,1,0,2,2,0,0,3,2,0,1,1,0,0,1,2,0,2,8,0,2,0,0,5,0,1,0,2,1,1,2,0,8,1,1,0,1,2,1,1,0,0,6,3,0,2,0,5
134,0,1,0,0,0,2,1,1,0,0,2,2,2,0,0,0,1,0,2,2,0,0,0,2,0,1,7,0,1,2,0,4,2,1,0,2,1,1,2,0,7,1,1,0,2,1,2,2,1,2,2,2,3,3,1,0
135,1,1,3,1,1,1,1,1,0,1,0,2,2,1,1,1,0,0,2,0,0,0,2,1,1,0,10,0,1,2,0,2,0,0,1,1,4,0,1,1,10,1,1,1,5,0,0,2,1,1,1,1,0,3,1,0
136,0,0,2,2,2,3,3,1,1,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,3,3,0,1,1,1,1,0,2,1,1,2,0,2,3,3,1,1,0,4,1,1,0,2,1,6,0,2,2,1,5
137,2,1,0,0,0,2,1,2,2,1,2,2,2,2,0,2,1,2,1,1,1,1,1,0,0,3,4,0,0,0,2,2,0,0,1,0,0,1,0,3,4,1,1,0,0,2,2,1,0,1,0,3,0,2,0,4
138,2,2,0,1,1,0,1,0,0,0,0,0,0,2,2,1,1,0,2,0,2,2,1,1,1,5,6,1,3,1,1,1,0,2,2,0,3,1,3,2,6,1,1,1,1,3,2,2,2,0,1,3,1,1,0,4
139,0,2,1,2,2,0,1,0,0,1,2,2,2,2,0,1,1,1,0,2,2,2,1,2,0,3,6,1,1,2,2,1,2,1,0,2,3,0,0,0,6,2,2,2,3,3,1,1,0,0,2,1,1,2,0,4
140,0,3,0,0,0,1,1,1,1,0,2,0,0,2,0,3,2,1,1,2,2,2,2,1,2,4,9,0,1,2,2,2,0,0,1,1,1,0,0,0,9,1,1,2,4,1,0,2,0,2,6,2,0,1,1,4
141,0,1,3,3,3,1,3,3,3,1,0,2,1,1,1,3,0,0,2,0,0,0,2,1,1,4,2,0,1,1,1,2,0,0,2,2,1,2,2,1,2,2,2,2,0,0,2,1,2,0,2,1,1,0,0,2
142,1,0,3,0,0,2,1,1,3,1,2,2,2,1,1,2,0,0,2,0,0,0,1,0,1,3,9,0,0,2,2,2,2,0,0,0,1,0,2,2,9,0,0,0,3,0,1,2,0,2,4,3,0,3,0,3
143,0,0,2,2,2,2,2,1,1,1,0,2,2,2,0,3,2,1,0,2,0,0,2,1,0,0,7,0,2,0,0,4,2,0,0,1,1,2,1,1,7,1,0,0,2,1,1,1,1,1,4,4,3,0,1,0
144,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,2,10,0,1,2,2,2,3,0,1,1,4,1,3,2,10,1,1,1,0,2,2,1,3,0,6,0,0,3,1,1
145,3,1,3,3,3,0,0,2,1,0,2,2,0,2,2,0,0,1,0,0,1,1,1,1,1,1,4,0,0,0,1,2,0,2,2,2,0,1,2,1,4,0,0,0,4,3,0,2,0,2,2,3,1,2,0,3
146,1,3,1,1,1,0,0,1,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,4,4,0,1,1,2,2,2,1,2,0,0,1,0,0,4,2,2,2,0,3,2,2,3,0,0,3,1,2,0,3
147,2,3,0,1,1,1,0,1,1,1,1,2,0,1,1,2,0,0,0,0,2,2,0,2,1,1,6,1,0,2,2,1,0,2,0,2,3,2,1,2,6,1,1,1,3,1,1,0,0,1,1,0,1,2,1,1
148,2,1,1,2,2,3,1,0,0,0,0,2,2,2,0,0,0,0,2,2,2,2,2,1,1,5,9,0,1,2,2,2,0,2,2,2,1,0,1,0,9,0,0,0,4,0,2,2,0,2,2,3,0,1,1,5
149,0,1,1,2,2,2,0,2,2,1,0,0,0,1,2,1,2,0,0,2,0,0,3,0,1,5,6,1,1,1,2,1,0,2,2,0,3,0,1,0,6,2,2,2,6,2,2,1,0,1,1,4,0,0,1,1
150,2,0,0,0,0,0,1,2,2,1,2,2,2,0,0,0,2,1,0,0,0,0,1,2,0,5,6,1,0,2,0,1,0,1,1,1,3,0,1,1,6,1,1,0,3,0,0,1,0,0,2,3,0,2,0,1
151,2,3,0,1,1,2,2,1,1,1,0,2,0,0,0,1,2,1,0,1,1,1,0,2,0,3,6,1,0,0,2,1,0,0,2,0,3,1,2,3,6,2,2,2,3,3,2,2,2,1,1,3,1,3,0,2
152,1,3,0,0,0,0,1,0,0,0,2,2,2,0,0,1,2,1,0,2,2,2,1,1,0,4,5,0,1,2,2,3,0,0,0,1,2,0,1,2,5,1,1,0,3,3,2,1,0,1,4,1,3,2,0,5
153,3,2,0,3,3,0,2,0,3,1,0,0,1,2,2,3,2,1,1,1,1,1,2,1,1,1,6,1,1,2,1,1,2,1,0,1,3,1,3,2,6,0,0,0,3,3,2,1,0,1,1,3,1,0,0,5
154,1,3,2,1,1,3,1,0,0,1,2,2,2,2,0,2,1,1,0,1,0,0,1,2,1,0,7,0,1,2,0,4,3,1,1,1,1,1,3,2,7,0,0,0,2,2,1,1,3,1,4,3,3,0,1,3
155,0,0,0,0,0,0,1,2,2,0,1,1,0,1,1,1,0,1,2,0,2,2,2,1,1,5,0,0,1,2,2,0,0,2,2,2,0,2,1,2,0,1,1,1,0,0,0,0,1,2,0,1,0,2,1,0
156,1,1,0,0,0,2,1,1,0,1,0,2,2,0,0,3,2,0,1,1,2,2,0,0,2,4,9,0,2,0,0,2,0,0,2,0,1,1,1,0,9,0,0,2,2,2,0,1,0,2,6,1,0,1,1,2
157,3,1,1,1,1,0,1,0,1,1,2,2,2,0,0,3,2,2,1,1,0,0,2,2,0,5,6,1,1,2,0,1,0,2,0,2,3,0,1,1,6,1,1,0,3,2,1,1,2,0,1,4,0,3,0,5
158,0,2,3,1,1,0,0,0,0,1,1,0,0,0,0,3,2,1,0,1,1,1,1,1,0,1,6,1,3,1,1,1,0,1,0,1,3,0,0,3,6,0,0,0,3,0,2,1,2,0,1,3,1,0,1,1
159,3,0,3,1,1,0,1,0,0,0,2,2,2,0,0,2,2,2,1,1,2,2,1,2,2,5,4,0,0,2,2,2,0,2,2,0,0,0,2,3,4,0,0,2,0,2,0,0,0,2,5,3,1,2,0,4
160,2,1,0,0,0,0,3,0,0,0,0,0,0,1,1,3,0,0,2,0,0,0,2,0,1,5,0,0,1,2,2,0,2,1,0,0,0,2,2,2,0,1,1,1,5,0,0,0,0,2,6,3,0,1,0,2
161,0,1,0,2,2,1,0,3,1,1,1,2,2,1,2,1,1,1,1,0,2,2,3,0,0,3,2,0,1,2,2,2,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,2,0,2,0,1,0,1,2
162,3,3,2,1,1,2,0,1,1,1,2,2,0,1,1,3,0,0,2,0,0,0,2,2,1,5,2,0,3,1,0,2,0,0,1,1,1,1,2,3,2,1,1,1,0,0,1,0,1,0,2,2,0,0,0,3
163,1,1,0,0,0,3,1,0,0,2,2,1,1,1,1,3,0,1,1,0,0,0,1,2,1,3,8,0,2,0,0,5,0,2,0,2,1,0,1,3,8,1,1,1,1,3,1,2,0,0,1,0,0,3,0,3
164,1,3,0,0,0,0,1,0,0,0,0,0,1,2,0,3,2,1,1,1,0,0,3,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,1,0,1,1,0,5,0,2,0,0,2,0,1,0,3,1,5
165,0,1,2,2,2,1,2,3,3,1,1,2,2,2,0,0,0,0,2,1,0,0,1,1,2,1,10,0,1,2,2,2,2,0,1,1,4,1,2,0,10,0,0,2,3,0,1,1,2,0,0,2,2,0,1,2
166,1,0,1,2,2,2,0,0,0,2,2,1,1,2,0,1,2,0,0,1,2,2,2,1,2,0,7,0,3,1,1,4,0,0,1,1,1,0,0,1,7,1,1,2,6,1,0,1,1,0,0,2,1,3,0,3
167,2,1,0,0,0,2,3,3,3,2,0,0,0,1,1,3,0,0,2,0,0,0,2,2,1,3,4,0,2,0,0,2,1,2,2,0,0,2,1,2,4,2,2,2,3,1,2,1,0,2,6,3,1,2,0,4
168,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1,2,2,0,2,2,2,2,1,0,1,8,0,1,2,2,5,2,0,0,1,1,0,2,2,8,1,1,0,1,1,1,2,0,0,6,3,0,3,0,4
169,0,3,1,2,2,0,1,0,2,0,2,2,2,0,0,1,2,0,0,1,2,2,2,1,2,0,9,0,0,0,0,2,3,1,1,1,1,0,1,2,9,1,1,2,5,1,2,2,2,2,6,4,1,1,1,3
170,2,3,0,1,1,2,1,1,1,1,0,0,1,1,1,1,0,0,2,0,0,0,2,2,1,0,6,1,1,1,2,1,0,0,0,2,3,0,0,1,6,0,0,0,2,1,0,1,0,1,1,4,1,1,1,1
171,0,1,3,0,0,0,1,0,0,1,1,2,0,0,0,3,2,1,0,1,0,0,2,1,2,1,10,0,1,2,0,2,0,1,0,2,4,0,2,2,10,1,1,2,0,0,0,1,3,1,5,0,0,1,1,0
172,2,3,1,0,0,3,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,2,1,5,9,0,1,0,0,2,0,0,1,2,1,1,2,0,9,0,2,2,1,2,0,2,0,2,6,2,0,3,1,3
173,2,0,1,2,2,2,2,1,0,1,1,0,2,0,0,0,2,0,1,2,0,0,1,2,0,5,6,1,1,1,1,1,0,2,1,1,3,0,1,2,6,0,0,0,3,3,1,1,2,2,0,4,1,1,1,1
174,3,1,2,1,1,2,0,0,0,0,2,2,0,1,1,2,0,1,0,0,2,2,1,2,1,1,0,0,1,2,2,0,0,0,0,2,0,2,1,2,0,1,1,1,5,0,0,0,2,2,0,3,0,0,1,2
175,2,3,0,1,1,3,1,0,1,0,0,0,0,2,0,1,2,2,0,1,2,2,2,1,0,0,10,0,1,2,2,2,2,0,0,1,4,0,2,0,10,2,2,2,4,2,2,1,2,2,6,1,0,0,0,2
176,0,3,0,2,2,0,1,2,2,0,0,0,0,1,1,3,0,2,2,0,0,0,3,0,1,0,0,0,0,2,2,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,3
177,2,0,1,0,0,1,2,3,3,0,2,0,0,1,2,1,1,1,0,0,1,1,1,2,1,3,3,0,0,0,1,1,3,1,1,1,2,1,1,2,3,1,1,1,4,0,2,1,2,1,4,0,2,2,0,5
178,2,0,0,0,0,1,1,1,1,1,2,2,2,0,0,3,0,1,2,1,2,2,3,0,2,4,8,0,1,2,2,5,2,0,0,0,1,1,2,0,8,1,1,2,1,1,1,2,0,0,6,4,0,2,1,3
179,1,3,0,0,0,2,0,2,2,1,0,2,2,1,1,2,0,0,0,0,1,1,2,1,1,2,5,0,3,2,1,3,2,2,2,0,2,0,1,3,5,1,1,1,2,3,1,2,1,1,4,0,0,3,0,5
180,0,0,2,2,2,0,2,2,2,1,0,2,2,0,0,2,2,0,0,2,0,0,0,1,0,5,2,0,1,1,1,2,3,1,1,1,1,2,2,2,2,1,1,0,5,1,0,0,0,0,3,4,0,3,0,2
181,3,1,0,0,0,2,2,1,1,0,2,0,0,1,2,0,0,1,0,0,2,2,2,2,0,3,9,0,1,1,1,2,0,2,0,2,1,0,3,2,9,0,0,0,4,2,2,2,0,0,6,4,0,2,1,3
182,1,1,0,0,0,1,1,1,1,1,2,2,2,1,0,2,0,1,0,1,2,2,3,2,0,1,9,0,0,2,2,2,0,1,0,2,1,1,1,1,9,2,2,2,0,0,2,2,0,2,3,1,1,1,1,2
183,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,1,1,2,2,2,1,1,2,3,3,0,1,1,1,1,3,0,1,1,2,1,1,1,3,1,1,2,4,2,0,0,3,1,4,0,3,1,1,5
184,1,2,0,1,1,3,2,1,3,0,2,2,0,0,0,2,0,2,2,1,2,2,2,2,2,3,1,1,1,2,2,1,3,0,1,2,1,1,3,1,1,1,1,2,2,1,2,1,1,1,2,0,3,1,1,4
185,2,0,2,0,0,0,1,0,1,0,2,2,2,1,1,0,0,1,0,0,2,2,0,2,1,0,5,0,1,2,2,3,0,2,2,0,2,1,2,3,5,2,0,0,1,1,1,0,1,1,3,1,3,1,0,5
186,1,0,0,2,2,2,2,2,0,1,2,2,2,1,1,3,0,0,0,0,0,0,2,2,1,1,3,0,1,2,0,1,3,1,0,2,2,1,0,0,3,0,0,0,4,0,1,2,0,1,3,0,2,1,0,5
187,0,3,1,1,1,2,1,0,1,0,1,0,0,1,1,1,0,2,1,0,1,1,3,1,1,0,5,0,2,0,2,3,0,0,0,2,2,0,3,2,5,1,1,1,3,1,2,2,0,0,4,2,3,0,1,5
188,1,2,0,0,0,0,1,2,2,0,2,0,2,0,0,0,0,2,0,0,1,1,1,2,1,3,5,0,2,0,2,3,2,2,2,0,2,0,1,1,5,1,1,1,6,3,2,2,0,1,6,2,3,0,0,5
189,0,2,1,3,3,0,3,0,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,1,2,2,1,1,2,3,2,1,1,1,0,2,2,0,2,1,0,2,1,2,0,2
190,1,1,3,1,1,0,0,3,3,1,0,2,2,0,0,3,2,0,1,1,2,2,2,2,1,4,6,1,3,1,1,1,0,2,2,0,3,0,1,1,6,0,0,0,3,3,0,2,0,0,1,1,2,1,0,5
191,1,1,0,0,0,2,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,2,2,0,3,8,0,1,2,0,5,2,2,2,0,1,1,2,0,8,1,1,0,1,2,1,2,0,0,3,3,0,2,0,5
192,3,3,2,3,3,3,3,1,3,1,2,2,2,2,0,3,2,1,1,1,0,0,0,0,2,5,10,0,3,1,1,2,2,2,2,0,4,1,1,1,10,1,1,2,0,2,0,0,2,1,0,4,1,0,0,4
193,3,0,2,1,1,1,2,3,3,2,0,1,1,1,1,3,0,0,2,0,0,0,3,0,1,2,8,0,1,0,0,5,0,2,2,0,1,0,1,1,8,0,0,0,1,2,1,2,1,0,6,4,3,2,0,3
194,3,1,1,0,0,1,1,3,1,1,0,0,0,1,2,0,0,0,0,0,2,2,2,1,1,0,2,0,1,2,2,2,0,0,1,1,1,1,1,0,2,2,2,2,0,1,0,1,2,2,3,2,0,0,1,0
195,0,1,2,2,2,3,3,3,3,1,0,2,0,1,2,3,2,0,1,2,0,0,2,1,0,4,4,0,0,0,0,2,2,0,2,2,0,0,2,2,4,2,2,2,3,2,0,2,0,1,0,4,0,2,0,5
196,2,1,1,2,2,2,2,1,0,0,0,0,0,1,2,3,2,0,1,1,0,0,2,1,1,4,6,1,0,2,0,1,1,2,2,2,3,3,1,2,6,1,1,1,4,3,1,1,0,2,1,3,0,3,1,1
197,3,0,0,0,0,1,3,3,1,0,2,2,2,2,2,3,1,0,0,0,1,1,1,1,0,4,5,0,1,2,1,3,3,0,1,1,2,0,0,0,5,1,1,0,3,1,1,0,2,0,6,0,2,0,0,5
198,3,3,0,1,1,3,3,1,3,0,2,2,2,2,0,0,0,1,2,2,1,1,0,2,2,4,4,0,1,2,1,2,3,0,1,1,0,1,1,0,4,0,0,2,3,2,2,2,0,1,0,3,1,2,0,1
199,3,1,0,1,1,2,3,1,0,1,2,2,2,0,0,1,0,0,0,2,2,2,1,2,2,4,1,1,1,2,2,1,0,1,1,1,1,0,3,2,1,1,1,2,2,2,1,0,1,0,1,0,1,1,0,1
200,2,2,2,3,3,1,2,3,3,1,1,0,0,1,2,1,0,1,0,1,0,0,0,2,1,2,6,1,1,2,0,1,2,2,0,0,3,0,2,1,6,1,1,1,2,2,2,2,0,0,1,3,1,3,1,1
201,1,1,0,0,0,0,1,2,2,1,2,2,2,0,0,3,2,1,0,1,2,2,0,0,0,5,6,1,1,2,1,1,2,0,1,1,3,1,1,1,6,1,1,0,1,1,1,1,0,1,6,0,1,1,1,1
202,1,2,2,1,1,1,1,0,1,2,0,1,1,0,0,3,0,0,0,2,1,1,0,1,2,1,7,0,0,2,1,4,2,2,2,0,1,1,2,0,7,1,1,2,5,2,1,1,3,0,2,2,3,3,1,0
203,0,1,0,0,0,2,1,1,1,0,2,1,1,0,0,0,0,2,1,0,2,2,0,0,1,3,6,1,0,0,0,1,0,0,1,2,3,1,1,3,6,1,1,1,0,3,1,2,0,1,3,4,0,2,0,4
204,2,2,0,1,1,0,2,2,2,1,2,2,2,1,0,3,2,1,1,1,2,2,1,2,1,5,1,1,1,2,2,1,0,2,2,0,1,0,1,1,1,2,2,2,2,2,0,1,1,2,1,0,1,1,1,1
205,0,0,0,2,2,0,1,0,2,0,2,2,2,1,2,2,0,0,2,2,0,0,1,0,1,2,9,0,0,0,0,2,0,1,1,0,1,3,3,2,9,1,1,1,0,2,2,2,0,2,6,1,0,1,0,3
206,3,1,0,3,3,1,3,3,3,1,0,2,0,2,0,0,0,2,0,2,1,1,0,0,0,4,0,0,1,0,1,0,0,2,2,0,0,0,3,2,0,1,1,0,5,0,0,0,1,2,6,3,0,1,1,0
207,3,0,1,2,2,0,2,1,0,0,2,0,2,0,0,1,1,0,2,1,0,0,1,2,0,3,9,0,1,1,2,2,0,0,1,1,1,2,1,2,9,0,0,0,4,0,2,2,2,2,2,3,0,2,1,0
208,2,1,2,1,1,3,3,1,3,1,1,2,0,2,2,1,1,0,0,2,2,2,1,0,1,2,5,0,1,1,1,3,1,0,2,0,2,1,2,0,5,1,1,1,6,3,0,2,2,1,6,4,0,3,0,5
209,1,1,0,0,0,3,0,0,0,1,0,2,2,1,2,2,1,1,1,0,1,1,2,1,1,0,7,0,1,2,1,4,2,0,1,1,1,3,2,2,7,1,1,1,6,3,1,2,3,1,4,1,0,0,0,0
210,2,1,3,1,1,3,2,1,1,0,2,0,0,2,0,2,2,1,0,2,0,0,2,2,0,1,7,0,1,2,2,4,2,1,2,0,1,1,2,3,7,2,2,2,4,0,1,2,3,0,4,4,0,3,1,0
211,2,2,0,1,1,3,0,1,3,0,2,0,0,1,2,1,2,2,1,2,2,2,3,0,1,1,7,0,0,0,0,4,0,0,0,0,1,1,3,1,7,1,1,1,4,2,0,1,3,1,1,4,1,0,0,1
212,3,1,0,1,1,3,3,3,1,0,2,0,0,0,0,0,2,1,1,0,0,0,1,0,1,1,10,0,1,2,0,2,2,0,1,2,4,0,0,0,10,1,1,1,5,0,2,1,3,1,0,2,1,3,1,2
213,2,1,0,0,0,0,2,0,3,2,1,1,0,2,0,1,1,0,1,2,2,2,2,1,2,5,5,0,2,0,0,3,3,0,0,2,2,0,1,1,5,1,1,2,3,3,2,1,0,1,5,4,0,1,0,5
214,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1,2,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,3,0,1,0,0
215,3,1,0,1,1,3,3,3,3,1,0,2,2,2,0,0,2,1,0,0,1,1,2,1,2,5,0,0,2,0,2,0,2,0,2,0,0,0,2,1,0,2,2,2,5,0,0,0,0,0,0,3,0,3,1,2
216,2,2,1,1,1,2,1,2,0,2,2,2,2,1,2,3,1,0,0,2,2,2,1,2,0,5,6,1,1,2,2,1,0,1,2,0,3,0,0,2,6,0,0,0,3,3,0,0,0,0,1,4,3,2,1,1
217,0,3,3,0,0,2,0,3,3,0,2,0,0,2,0,1,2,1,1,2,0,0,3,0,2,5,2,0,1,2,0,2,0,2,0,0,1,1,2,0,2,0,0,2,0,2,0,0,3,0,2,2,3,0,1,0
218,1,3,1,0,0,0,1,1,0,0,2,0,0,1,1,3,0,0,2,0,2,2,1,0,1,3,6,1,1,2,2,1,2,2,0,2,3,1,0,0,6,1,1,1,3,1,2,2,0,0,3,1,3,1,0,1
219,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,1,0,2,0,0,0,0,0,0,7,0,3,1,0,4,3,1,0,0,1,1,3,1,7,1,1,0,1,2,0,2,3,0,5,1,0,3,1,0
220,2,1,0,1,1,0,3,1,1,0,0,1,0,0,0,2,1,0,2,1,2,2,3,0,2,1,3,0,1,2,2,1,2,2,2,0,2,0,1,2,3,1,1,2,0,0,2,0,0,1,3,3,3,2,1,1
221,3,3,1,1,1,0,1,0,0,1,2,2,0,0,0,3,1,2,0,1,1,1,0,0,0,4,4,0,2,0,0,2,3,2,0,2,0,1,3,2,4,1,1,0,1,2,2,1,0,2,0,3,3,2,0,4
222,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,2,2,0,1,2,0,0,2,2,0,3,6,1,0,0,0,1,2,0,0,2,3,0,1,1,6,1,1,0,4,2,1,1,0,0,1,4,1,3,1,1
223,1,2,0,0,0,0,2,0,0,1,2,2,2,0,0,3,2,1,1,2,0,0,2,1,0,3,3,0,1,2,0,1,0,2,2,2,2,1,0,0,3,0,0,0,4,2,0,0,0,0,3,3,2,1,1,1
224,1,1,0,0,0,0,1,2,0,0,2,2,2,0,0,2,1,1,0,1,2,2,2,1,1,0,8,0,2,0,0,5,2,1,0,2,1,0,2,1,8,1,1,1,1,1,1,2,0,0,6,3,0,3,0,4
225,1,1,2,1,1,0,1,0,1,0,2,0,0,0,0,1,1,0,2,1,2,2,0,2,2,1,6,1,1,1,1,1,2,1,0,2,3,0,0,0,6,0,0,2,3,2,2,1,0,2,1,3,1,1,0,1
226,1,0,2,1,1,0,3,3,3,1,2,2,0,1,2,0,0,1,0,0,1,1,3,0,1,0,2,0,2,0,2,2,1,0,1,2,1,2,3,2,2,0,0,0,5,2,0,0,2,0,0,0,0,1,1,2
227,0,1,1,0,0,2,1,2,2,1,2,2,2,2,0,2,2,0,1,2,2,2,1,2,0,3,2,0,0,0,0,2,0,2,1,1,1,0,1,1,2,1,1,0,6,0,2,1,2,1,2,4,1,1,0,0
228,1,1,0,0,0,2,0,1,0,0,0,2,2,2,0,1,2,1,0,1,1,1,0,2,0,3,1,1,1,2,1,1,1,0,0,2,1,2,1,2,1,0,0,0,1,1,2,0,1,1,1,0,1,3,1,1
229,3,1,1,1,1,2,1,1,0,0,0,0,0,1,1,3,0,0,2,0,2,2,2,1,1,2,1,1,3,1,1,1,0,1,0,1,1,1,3,2,1,1,1,1,0,1,2,0,1,0,3,4,1,1,1,1
230,2,3,1,0,0,0,2,2,2,1,0,0,0,2,2,3,2,2,1,0,0,0,1,2,0,3,9,0,1,2,2,2,2,2,0,2,1,0,2,0,9,1,1,0,0,2,2,2,2,2,2,0,3,2,0,3
231,1,1,3,1,1,2,2,2,2,2,2,2,2,1,2,2,0,2,1,2,1,1,1,2,0,4,9,0,0,2,1,2,2,0,2,2,1,2,1,2,9,1,1,0,6,0,2,2,0,2,2,4,0,1,0,0
232,1,0,2,0,0,1,3,3,3,1,2,2,2,1,1,2,0,1,2,0,2,2,0,0,1,3,3,0,1,2,2,1,1,0,0,0,2,1,2,1,3,0,0,0,4,0,0,2,2,1,3,0,2,1,0,3
233,0,1,1,2,2,3,1,2,2,0,0,0,2,0,0,1,2,0,1,2,0,0,3,0,0,3,6,1,1,2,0,1,2,0,0,2,3,1,1,1,6,1,1,0,4,3,2,1,2,2,1,1,0,2,1,1
